Date,NVDA(t-1),NVDA(t)
2015-01-05,0.4831434786319732,0.4749830663204193
2015-01-06,0.4749830663204193,0.4605824053287506
2015-01-07,0.4605824053287506,0.4593824446201324
2015-01-08,0.4593824446201324,0.4766631126403808
2015-01-09,0.4766631126403808,0.4785832464694977
2015-01-12,0.4785832464694977,0.4725830256938934
2015-01-13,0.4725830256938934,0.4718629717826843
2015-01-14,0.4718629717826843,0.4737830758094787
2015-01-15,0.4737830758094787,0.4704229533672333
2015-01-16,0.4704229533672333,0.4790633618831634
2015-01-20,0.4790633618831634,0.4805033802986145
2015-01-21,0.4805033802986145,0.487223744392395
2015-01-22,0.487223744392395,0.4956241548061371
2015-01-23,0.4956241548061371,0.4970642626285553
2015-01-26,0.4970642626285553,0.494904100894928
2015-01-27,0.494904100894928,0.4711429476737976
2015-01-28,0.4711429476737976,0.4634625911712646
2015-01-29,0.4634625911712646,0.4747431576251983
2015-01-30,0.4747431576251983,0.4608225226402282
2015-02-02,0.4608225226402282,0.4709029495716095
2015-02-03,0.4709029495716095,0.4826635122299194
2015-02-04,0.4826635122299194,0.48386350274086
2015-02-05,0.48386350274086,0.4917840957641601
2015-02-06,0.4917840957641601,0.4896237254142761
2015-02-09,0.4896237254142761,0.4891438484191894
2015-02-10,0.4891438484191894,0.5028245449066162
2015-02-11,0.5028245449066162,0.4994642436504364
2015-02-12,0.4994642436504364,0.5352261662483215
2015-02-13,0.5352261662483215,0.5354660153388977
2015-02-17,0.5354660153388977,0.5371459722518921
2015-02-18,0.5371459722518921,0.5309057235717773
2015-02-19,0.5309057235717773,0.5323457717895508
2015-02-20,0.5323457717895508,0.5361862778663635
2015-02-23,0.5361862778663635,0.5318659543991089
2015-02-24,0.5318659543991089,0.5375277996063232
2015-02-25,0.5375277996063232,0.5334318280220032
2015-02-26,0.5334318280220032,0.534877598285675
2015-02-27,0.534877598285675,0.5315042734146118
2015-03-02,0.5315042734146118,0.5445149540901184
2015-03-03,0.5445149540901184,0.5343955755233765
2015-03-04,0.5343955755233765,0.5404191613197327
2015-03-05,0.5404191613197327,0.5507794618606567
2015-03-06,0.5507794618606567,0.5433103442192078
2015-03-09,0.5433103442192078,0.5447558760643005
2015-03-10,0.5447558760643005,0.5541526675224304
2015-03-11,0.5541526675224304,0.5512611269950867
2015-03-12,0.5512611269950867,0.5462015867233276
2015-03-13,0.5462015867233276,0.5469242334365845
2015-03-16,0.5469242334365845,0.5534295439720154
2015-03-17,0.5534295439720154,0.5601759552955627
2015-03-18,0.5601759552955627,0.5510202050209045
2015-03-19,0.5510202050209045,0.5594530701637268
2015-03-20,0.5594530701637268,0.5654765367507935
2015-03-23,0.5654765367507935,0.5471653938293457
2015-03-24,0.5471653938293457,0.539696455001831
2015-03-25,0.539696455001831,0.5069290995597839
2015-03-26,0.5069290995597839,0.5052422285079956
2015-03-27,0.5052422285079956,0.5151209235191345
2015-03-30,0.5151209235191345,0.5172892808914185
2015-03-31,0.5172892808914185,0.5042787194252014
2015-04-01,0.5042787194252014,0.5062063336372375
2015-04-02,0.5062063336372375,0.5074110627174377
2015-04-06,0.5074110627174377,0.5221080183982849
2015-04-07,0.5221080183982849,0.5266856551170349
2015-04-08,0.5266856551170349,0.5305407643318176
2015-04-09,0.5305407643318176,0.5428286790847778
2015-04-10,0.5428286790847778,0.5483699440956116
2015-04-13,0.5483699440956116,0.5433103442192078
2015-04-14,0.5433103442192078,0.5387324690818787
2015-04-15,0.5387324690818787,0.5452378988265991
2015-04-16,0.5452378988265991,0.5418648719787598
2015-04-17,0.5418648719787598,0.534877598285675
2015-04-20,0.534877598285675,0.5322273373603821
2015-04-21,0.5322273373603821,0.5315042734146118
2015-04-22,0.5315042734146118,0.5375277996063232
2015-04-23,0.5375277996063232,0.5353596210479736
2015-04-24,0.5353596210479736,0.5307817459106445
2015-04-27,0.5307817459106445,0.534877598285675
2015-04-28,0.534877598285675,0.5375277996063232
2015-04-29,0.5375277996063232,0.5334318280220032
2015-04-30,0.5334318280220032,0.534877598285675
2015-05-01,0.534877598285675,0.5481292009353638
2015-05-04,0.5481292009353638,0.5447558760643005
2015-05-05,0.5447558760643005,0.5307817459106445
2015-05-06,0.5307817459106445,0.5324681997299194
2015-05-07,0.5324681997299194,0.5418648719787598
2015-05-08,0.5418648719787598,0.5018692016601562
2015-05-11,0.5018692016601562,0.4970507621765136
2015-05-12,0.4970507621765136,0.5018692016601562
2015-05-13,0.5018692016601562,0.5047606825828552
2015-05-14,0.5047606825828552,0.512952446937561
2015-05-15,0.512952446937561,0.5131933689117432
2015-05-18,0.5131933689117432,0.5124704837799072
2015-05-19,0.5124704837799072,0.5092756748199463
2015-05-20,0.5092756748199463,0.5092756748199463
2015-05-21,0.5092756748199463,0.505644679069519
2015-05-22,0.505644679069519,0.5049185752868652
2015-05-26,0.5049185752868652,0.5017718076705933
2015-05-27,0.5017718076705933,0.5286397337913513
2015-05-28,0.5286397337913513,0.5359010100364685
2015-05-29,0.5359010100364685,0.5356590151786804
2015-06-01,0.5356590151786804,0.5417103171348572
2015-06-02,0.5417103171348572,0.5310601592063904
2015-06-03,0.5310601592063904,0.5252509713172913
2015-06-04,0.5252509713172913,0.5346910357475281
2015-06-05,0.5346910357475281,0.5388057827949524
2015-06-08,0.5388057827949524,0.5264610648155212
2015-06-09,0.5264610648155212,0.5291236042976379
2015-06-10,0.5291236042976379,0.5196837186813354
2015-06-11,0.5196837186813354,0.5252509713172913
2015-06-12,0.5252509713172913,0.5109697580337524
2015-06-15,0.5109697580337524,0.5100017189979553
2015-06-16,0.5100017189979553,0.5162950754165649
2015-06-17,0.5162950754165649,0.5223461389541626
2015-06-18,0.5223461389541626,0.5310601592063904
2015-06-19,0.5310601592063904,0.529365599155426
2015-06-22,0.529365599155426,0.527187168598175
2015-06-23,0.527187168598175,0.5136325359344482
2015-06-24,0.5136325359344482,0.5085493922233582
2015-06-25,0.5085493922233582,0.5124222636222839
2015-06-26,0.5124222636222839,0.5020141005516052
2015-06-29,0.5020141005516052,0.4870067238807678
2015-06-30,0.4870067238807678,0.4867646992206573
2015-07-01,0.4867646992206573,0.4937841296195984
2015-07-02,0.4937841296195984,0.4942681193351745
2015-07-06,0.4942681193351745,0.4882170855998993
2015-07-07,0.4882170855998993,0.4790190160274505
2015-07-08,0.4790190160274505,0.4756303131580353
2015-07-09,0.4756303131580353,0.4698211848735809
2015-07-10,0.4698211848735809,0.4780508875846863
2015-07-13,0.4780508875846863,0.4811975955963135
2015-07-14,0.4811975955963135,0.4814395904541015
2015-07-15,0.4814395904541015,0.4780508875846863
2015-07-16,0.4780508875846863,0.4887011349201202
2015-07-17,0.4887011349201202,0.4857965409755707
2015-07-20,0.4857965409755707,0.4768407344818115
2015-07-21,0.4768407344818115,0.4790190160274505
2015-07-22,0.4790190160274505,0.4698211848735809
2015-07-23,0.4698211848735809,0.4756303131580353
2015-07-24,0.4756303131580353,0.4700632393360138
2015-07-27,0.4700632393360138,0.4674005508422851
2015-07-28,0.4674005508422851,0.4775669276714325
2015-07-29,0.4775669276714325,0.4833760261535644
2015-07-30,0.4833760261535644,0.4845863282680511
2015-07-31,0.4845863282680511,0.4828919172286987
2015-08-03,0.4828919172286987,0.491121768951416
2015-08-04,0.491121768951416,0.4930578768253326
2015-08-05,0.4930578768253326,0.4981411397457123
2015-08-06,0.4981411397457123,0.4949944913387298
2015-08-07,0.4949944913387298,0.5562333464622498
2015-08-10,0.5562333464622498,0.5755975246429443
2015-08-11,0.5755975246429443,0.5726928114891052
2015-08-12,0.5726928114891052,0.5741453170776367
2015-08-13,0.5741453170776367,0.5693041682243347
2015-08-14,0.5693041682243347,0.5697883367538452
2015-08-17,0.5697883367538452,0.5661576390266418
2015-08-18,0.5661576390266418,0.5610045194625854
2015-08-19,0.5610045194625854,0.5588168501853943
2015-08-20,0.5588168501853943,0.5386421084403992
2015-08-21,0.5386421084403992,0.5218703150749207
2015-08-24,0.5218703150749207,0.5033970475196838
2015-08-25,0.5033970475196838,0.4929449260234833
2015-08-26,0.4929449260234833,0.5301344990730286
2015-08-27,0.5301344990730286,0.550066351890564
2015-08-28,0.550066351890564,0.5524970889091492
2015-08-31,0.5524970889091492,0.5464202165603638
2015-09-01,0.5464202165603638,0.5240578651428223
2015-09-02,0.5240578651428223,0.5398573875427246
2015-09-03,0.5398573875427246,0.5413157939910889
2015-09-04,0.5413157939910889,0.5286762118339539
2015-09-08,0.5286762118339539,0.5512816309928894
2015-09-09,0.5512816309928894,0.5403433442115784
2015-09-10,0.5403433442115784,0.5488506555557251
2015-09-11,0.5488506555557251,0.5505525469779968
2015-09-14,0.5505525469779968,0.5515247583389282
2015-09-15,0.5515247583389282,0.5576014518737793
2015-09-16,0.5576014518737793,0.5614905953407288
2015-09-17,0.5614905953407288,0.5665950179100037
2015-09-18,0.5665950179100037,0.5661088824272156
2015-09-21,0.5661088824272156,0.5719426870346069
2015-09-22,0.5719426870346069,0.5563859343528748
2015-09-23,0.5563859343528748,0.5590599775314331
2015-09-24,0.5590599775314331,0.5697550773620605
2015-09-25,0.5697550773620605,0.5738872289657593
2015-09-28,0.5738872289657593,0.5663518905639648
2015-09-29,0.5663518905639648,0.5763179659843445
2015-09-30,0.5763179659843445,0.5991661548614502
2015-10-01,0.5991661548614502,0.5874989628791809
2015-10-02,0.5874989628791809,0.6028124094009399
2015-10-05,0.6028124094009399,0.6178827285766602
2015-10-06,0.6178827285766602,0.625903844833374
2015-10-07,0.625903844833374,0.632466733455658
2015-10-08,0.632466733455658,0.6361128091812134
2015-10-09,0.6361128091812134,0.6336824297904968
2015-10-12,0.6336824297904968,0.6404882073402405
2015-10-13,0.6404882073402405,0.6417036056518555
2015-10-14,0.6417036056518555,0.6650381088256836
2015-10-15,0.6650381088256836,0.6667397618293762
2015-10-16,0.6667397618293762,0.6771916747093201
2015-10-19,0.6771916747093201,0.6759761571884155
2015-10-20,0.6759761571884155,0.6750040054321289
2015-10-21,0.6750040054321289,0.6662535071372986
2015-10-22,0.6662535071372986,0.6903174519538879
2015-10-23,0.6903174519538879,0.6949356198310852
2015-10-26,0.6949356198310852,0.691775918006897
2015-10-27,0.691775918006897,0.6912897825241089
2015-10-28,0.6912897825241089,0.6968803405761719
2015-10-29,0.6968803405761719,0.672816276550293
2015-10-30,0.672816276550293,0.6895882487297058
2015-11-02,0.6895882487297058,0.6976094245910645
2015-11-03,0.6976094245910645,0.6927480697631836
2015-11-04,0.6927480697631836,0.6813240647315979
2015-11-05,0.6813240647315979,0.6735454797744751
2015-11-06,0.6735454797744751,0.766884446144104
2015-11-09,0.766884446144104,0.7634813189506531
2015-11-10,0.7634813189506531,0.7488971948623657
2015-11-11,0.7488971948623657,0.7416051626205444
2015-11-12,0.7416051626205444,0.7389313578605652
2015-11-13,0.7389313578605652,0.7243472337722778
2015-11-16,0.7243472337722778,0.7389313578605652
2015-11-17,0.7389313578605652,0.7389313578605652
2015-11-18,0.7389313578605652,0.7571088671684265
2015-11-19,0.7571088671684265,0.7593046426773071
2015-11-20,0.7593046426773071,0.765892505645752
2015-11-23,0.765892505645752,0.7544246912002563
2015-11-24,0.7544246912002563,0.7605246901512146
2015-11-25,0.7605246901512146,0.7595486640930176
2015-11-27,0.7595486640930176,0.765892505645752
2015-11-30,0.765892505645752,0.7739442586898804
2015-12-01,0.7739442586898804,0.7990754842758179
2015-12-02,0.7990754842758179,0.7929755449295044
2015-12-03,0.7929755449295044,0.791267454624176
2015-12-04,0.791267454624176,0.8234748840332031
2015-12-07,0.8234748840332031,0.8078591823577881
2015-12-08,0.8078591823577881,0.8188387155532837
2015-12-09,0.8188387155532837,0.7980994582176208
2015-12-10,0.7980994582176208,0.8046875596046448
2015-12-11,0.8046875596046448,0.792731523513794
2015-12-14,0.792731523513794,0.7946838140487671
2015-12-15,0.7946838140487671,0.8044431805610657
2015-12-16,0.8044431805610657,0.8093233108520508
2015-12-17,0.8093233108520508,0.7971234321594238
2015-12-18,0.7971234321594238,0.7841916680335999
2015-12-21,0.7841916680335999,0.8027355074882507
2015-12-22,0.8027355074882507,0.8034671545028687
2015-12-23,0.8034671545028687,0.8066391944885254
2015-12-24,0.8066391944885254,0.8093233108520508
2015-12-28,0.8093233108520508,0.8085912466049194
2015-12-29,0.8085912466049194,0.8217667937278748
2015-12-30,0.8217667937278748,0.8146910667419434
2015-12-31,0.8146910667419434,0.8041993379592896
2016-01-04,0.8041993379592896,0.7898038029670715
2016-01-05,0.7898038029670715,0.8024914264678955
2016-01-06,0.8024914264678955,0.76930832862854
2016-01-07,0.76930832862854,0.7388095259666443
2016-01-08,0.7388095259666443,0.7229498028755188
2016-01-11,0.7229498028755188,0.7241698503494263
2016-01-12,0.7241698503494263,0.736369252204895
2016-01-13,0.736369252204895,0.7139222025871277
2016-01-14,0.7139222025871277,0.6995264887809753
2016-01-15,0.6995264887809753,0.6614634990692139
2016-01-19,0.6614634990692139,0.6668314337730408
2016-01-20,0.6668314337730408,0.6704912781715393
2016-01-21,0.6704912781715393,0.6782991886138916
2016-01-22,0.6782991886138916,0.6941584944725037
2016-01-25,0.6941584944725037,0.6934269070625305
2016-01-26,0.6934269070625305,0.7002584934234619
2016-01-27,0.7002584934234619,0.6919625997543335
2016-01-28,0.6919625997543335,0.6843990087509155
2016-01-29,0.6843990087509155,0.7146540880203247
2016-02-01,0.7146540880203247,0.7148979902267456
2016-02-02,0.7148979902267456,0.6846429109573364
2016-02-03,0.6846429109573364,0.6880589127540588
2016-02-04,0.6880589127540588,0.6883029341697693
2016-02-05,0.6883029341697693,0.6448719501495361
2016-02-08,0.6448719501495361,0.6153494119644165
2016-02-09,0.6153494119644165,0.621937096118927
2016-02-10,0.621937096118927,0.6204730868339539
2016-02-11,0.6204730868339539,0.617300808429718
2016-02-12,0.617300808429718,0.6277927160263062
2016-02-16,0.6277927160263062,0.6585357785224915
2016-02-17,0.6585357785224915,0.6748831272125244
2016-02-18,0.6748831272125244,0.7329536080360413
2016-02-19,0.7329536080360413,0.742713212966919
2016-02-22,0.742713212966919,0.7690643668174744
2016-02-23,0.7690643668174744,0.7710162401199341
2016-02-24,0.7710162401199341,0.7763840556144714
2016-02-25,0.7763840556144714,0.7780922055244446
2016-02-26,0.7780922055244446,0.7729682326316833
2016-02-29,0.7729682326316833,0.7679482698440552
2016-03-01,0.7679482698440552,0.801986813545227
2016-03-02,0.801986813545227,0.8066394329071045
2016-03-03,0.8066394329071045,0.7995381951332092
2016-03-04,0.7995381951332092,0.7970889210700989
2016-03-07,0.7970889210700989,0.7919463515281677
2016-03-08,0.7919463515281677,0.7774986028671265
2016-03-09,0.7774986028671265,0.7770087718963623
2016-03-10,0.7770087718963623,0.7757842540740967
2016-03-11,0.7757842540740967,0.789007842540741
2016-03-14,0.789007842540741,0.7909669280052185
2016-03-15,0.7909669280052185,0.7870488166809082
2016-03-16,0.7870488166809082,0.81055748462677
2016-03-17,0.81055748462677,0.8037008047103882
2016-03-18,0.8037008047103882,0.8279442191123962
2016-03-21,0.8279442191123962,0.8303931355476379
2016-03-22,0.8303931355476379,0.8289238214492798
2016-03-23,0.8289238214492798,0.8431267142295837
2016-03-24,0.8431267142295837,0.8443512916564941
2016-03-28,0.8443512916564941,0.8529219627380371
2016-03-29,0.8529219627380371,0.8666353821754456
2016-03-30,0.8666353821754456,0.8756958842277527
2016-03-31,0.8756958842277527,0.8725124001502991
2016-04-01,0.8725124001502991,0.885246217250824
2016-04-04,0.885246217250824,0.8766754865646362
2016-04-05,0.8766754865646362,0.8754510283470154
2016-04-06,0.8754510283470154,0.8766754865646362
2016-04-07,0.8766754865646362,0.86761474609375
2016-04-08,0.86761474609375,0.8732471466064453
2016-04-11,0.8732471466064453,0.878634512424469
2016-04-12,0.878634512424469,0.8776551485061646
2016-04-13,0.8776551485061646,0.899694561958313
2016-04-14,0.899694561958313,0.9021431803703308
2016-04-15,0.9021431803703308,0.9092448353767396
2016-04-18,0.9092448353767396,0.9053267240524292
2016-04-19,0.9053267240524292,0.8891644477844238
2016-04-20,0.8891644477844238,0.89259272813797
2016-04-21,0.89259272813797,0.891613245010376
2016-04-22,0.891613245010376,0.8881851434707642
2016-04-25,0.8881851434707642,0.89259272813797
2016-04-26,0.89259272813797,0.893327534198761
2016-04-27,0.893327534198761,0.9136527180671692
2016-04-28,0.9136527180671692,0.8864707946777344
2016-04-29,0.8864707946777344,0.8700637221336365
2016-05-02,0.8700637221336365,0.8815731406211853
2016-05-03,0.8815731406211853,0.8710432052612305
2016-05-04,0.8710432052612305,0.8512080311775208
2016-05-05,0.8512080311775208,0.8563504219055176
2016-05-06,0.8563504219055176,0.865166187286377
2016-05-09,0.865166187286377,0.8639417886734009
2016-05-10,0.8639417886734009,0.8805935382843018
2016-05-11,0.8805935382843018,0.8830424547195435
2016-05-12,0.8830424547195435,0.8710432052612305
2016-05-13,0.8710432052612305,1.0035241842269895
2016-05-16,1.0035241842269895,1.0331547260284424
2016-05-17,1.0331547260284424,1.0353589057922363
2016-05-18,1.0353589057922363,1.0618058443069458
2016-05-19,1.0618058443069458,1.0664587020874023
2016-05-20,1.0664587020874023,1.085559368133545
2016-05-23,1.085559368133545,1.087273359298706
2016-05-24,1.087273359298706,1.113666534423828
2016-05-25,1.113666534423828,1.109001636505127
2016-05-26,1.109001636505127,1.1207869052886963
2016-05-27,1.1207869052886963,1.126924753189087
2016-05-31,1.126924753189087,1.147057056427002
2016-06-01,1.147057056427002,1.149267077445984
2016-06-02,1.149267077445984,1.1573686599731443
2016-06-03,1.1573686599731443,1.141164779663086
2016-06-06,1.141164779663086,1.1352721452713013
2016-06-07,1.1352721452713013,1.1374818086624146
2016-06-08,1.1374818086624146,1.1337990760803225
2016-06-09,1.1337990760803225,1.16326105594635
2016-06-10,1.16326105594635,1.1342899799346924
2016-06-13,1.1342899799346924,1.1487756967544556
2016-06-14,1.1487756967544556,1.1509852409362793
2016-06-15,1.1509852409362793,1.1627702713012695
2016-06-16,1.1627702713012695,1.1674349308013916
2016-06-17,1.1674349308013916,1.147057056427002
2016-06-20,1.147057056427002,1.167680025100708
2016-06-21,1.167680025100708,1.1605604887008667
2016-06-22,1.1605604887008667,1.159578561782837
2016-06-23,1.159578561782837,1.1905137300491333
2016-06-24,1.1905137300491333,1.122750759124756
2016-06-27,1.122750759124756,1.1107207536697388
2016-06-28,1.1107207536697388,1.126924753189087
2016-06-29,1.126924753189087,1.1453380584716797
2016-06-30,1.1453380584716797,1.154176950454712
2016-07-01,1.154176950454712,1.1455843448638916
2016-07-05,1.1455843448638916,1.1625245809555054
2016-07-06,1.1625245809555054,1.169890284538269
2016-07-07,1.169890284538269,1.200334548950195
2016-07-08,1.200334548950195,1.2484556436538696
2016-07-11,1.2484556436538696,1.2771813869476318
2016-07-12,1.2771813869476318,1.2963316440582275
2016-07-13,1.2963316440582275,1.295840620994568
2016-07-14,1.295840620994568,1.309098482131958
2016-07-15,1.309098482131958,1.2938764095306396
2016-07-18,1.2938764095306396,1.30050528049469
2016-07-19,1.30050528049469,1.3140088319778442
2016-07-20,1.3140088319778442,1.3311949968338013
2016-07-21,1.3311949968338013,1.3066433668136597
2016-07-22,1.3066433668136597,1.3422434329986572
2016-07-25,1.3422434329986572,1.367040753364563
2016-07-26,1.367040753364563,1.3903647661209106
2016-07-27,1.3903647661209106,1.376370191574097
2016-07-28,1.376370191574097,1.3793165683746338
2016-07-29,1.3793165683746338,1.4019039869308472
2016-08-01,1.4019039869308472,1.3928197622299194
2016-08-02,1.3928197622299194,1.3758792877197266
2016-08-03,1.3758792877197266,1.3795619010925293
2016-08-04,1.3795619010925293,1.4050958156585691
2016-08-05,1.4050958156585691,1.4289109706878662
2016-08-08,1.4289109706878662,1.4421688318252563
2016-08-09,1.4421688318252563,1.445851445198059
2016-08-10,1.445851445198059,1.4365220069885254
2016-08-11,1.4365220069885254,1.4657386541366575
2016-08-12,1.4657386541366575,1.547741174697876
2016-08-15,1.547741174697876,1.5462679862976074
