Date,cumulative_sentiment
2015-01-05,0.0
2015-01-06,0.0
2015-01-07,0.0
2015-01-08,0.0
2015-01-09,0.0
2015-01-12,0.0
2015-01-13,0.0
2015-01-14,0.0
2015-01-15,0.0
2015-01-16,0.0
2015-01-20,0.0
2015-01-21,0.0
2015-01-22,0.0
2015-01-23,0.0
2015-01-26,0.0
2015-01-27,0.0
2015-01-28,0.0
2015-01-29,0.0
2015-01-30,0.0
2015-02-02,0.0
2015-02-03,0.0
2015-02-04,0.0
2015-02-05,0.0
2015-02-06,0.0
2015-02-09,0.0
2015-02-10,0.0
2015-02-11,0.0
2015-02-12,0.0
2015-02-13,0.0
2015-02-17,0.0
2015-02-18,0.0
2015-02-19,0.0
2015-02-20,0.0
2015-02-23,0.0
2015-02-24,0.0
2015-02-25,0.0
2015-02-26,0.0
2015-02-27,0.0
2015-03-02,0.0
2015-03-03,0.0
2015-03-04,0.0
2015-03-05,0.0
2015-03-06,0.0
2015-03-09,0.0
2015-03-10,0.0
2015-03-11,0.0
2015-03-12,0.0
2015-03-13,0.0
2015-03-16,0.0
2015-03-17,0.0
2015-03-18,0.0
2015-03-19,0.0
2015-03-20,0.0
2015-03-23,0.0
2015-03-24,0.0
2015-03-25,0.0
2015-03-26,0.0
2015-03-27,0.0
2015-03-30,0.0
2015-03-31,0.0
2015-04-01,0.0
2015-04-02,0.0
2015-04-06,0.0
2015-04-07,0.0
2015-04-08,0.0
2015-04-09,0.0
2015-04-10,0.0
2015-04-13,0.0
2015-04-14,0.0
2015-04-15,0.0
2015-04-16,0.0
2015-04-17,0.0
2015-04-20,0.0
2015-04-21,0.0
2015-04-22,0.0
2015-04-23,0.0
2015-04-24,0.0
2015-04-27,0.0
2015-04-28,0.0
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,0.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,0.0
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-14,0.0
2015-05-15,0.0
2015-05-18,0.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,0.0
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,0.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-03,0.0
2015-06-04,0.0
2015-06-05,0.0
2015-06-08,0.0
2015-06-09,0.0
2015-06-10,0.0
2015-06-11,0.0
2015-06-12,0.0
2015-06-15,0.0
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,0.0
2015-06-22,0.0
2015-06-23,0.0
2015-06-24,0.0
2015-06-25,0.0
2015-06-26,0.0
2015-06-29,0.0
2015-06-30,0.0
2015-07-01,0.0
2015-07-02,0.0
2015-07-06,0.0
2015-07-07,0.0
2015-07-08,0.0
2015-07-09,0.0
2015-07-10,0.0
2015-07-13,0.0
2015-07-14,0.0
2015-07-15,0.0
2015-07-16,0.0
2015-07-17,0.0
2015-07-20,0.0
2015-07-21,0.0
2015-07-22,0.0
2015-07-23,0.0
2015-07-24,0.0
2015-07-27,0.2625
2015-07-28,0.825
2015-07-29,0.7017857142857143
2015-07-30,0.12857142857142856
2015-07-31,0.36202380952380947
2015-08-03,0.06238095238095244
2015-08-04,0.3
2015-08-05,0.375
2015-08-06,0.97
2015-08-07,0.8450000000000001
2015-08-10,0.42
2015-08-11,0.35
2015-08-12,0.27999999999999997
2015-08-13,0.21000000000000002
2015-08-14,0.13999999999999996
2015-08-17,0.0
2015-08-18,0.0
2015-08-19,0.0
2015-08-20,0.0
2015-08-21,0.0
2015-08-24,0.0
2015-08-25,0.0
2015-08-26,0.45
2015-08-27,0.3375
2015-08-28,0.325
2015-08-31,0.0
2015-09-01,0.0
2015-09-02,0.05
2015-09-03,0.025
2015-09-04,0.0
2015-09-08,-0.2571428571428572
2015-09-09,-0.11428571428571427
2015-09-10,-0.08571428571428567
2015-09-11,-0.05714285714285715
2015-09-14,0.02857142857142857
2015-09-15,0.01428571428571429
2015-09-16,0.1
2015-09-17,0.06666666666666668
2015-09-18,0.13333333333333336
2015-09-21,-0.3
2015-09-22,0.49999999999999994
2015-09-23,0.5125
2015-09-24,0.3249999999999999
2015-09-25,0.35749999999999993
2015-09-28,0.6174999999999999
2015-09-29,0.43749999999999994
2015-09-30,0.6074999999999999
2015-10-01,0.44499999999999995
2015-10-02,0.28250000000000003
2015-10-05,0.8
2015-10-06,1.3857142857142857
2015-10-07,1.9214285714285715
2015-10-08,1.582142857142857
2015-10-09,1.9428571428571428
2015-10-12,0.8374999999999999
2015-10-13,0.7
2015-10-14,0.6125
2015-10-15,0.45833333333333326
2015-10-16,0.30416666666666664
2015-10-19,0.14999999999999997
2015-10-20,0.18571428571428572
2015-10-21,0.8514285714285714
2015-10-22,1.229642857142857
2015-10-23,1.6364285714285716
2015-10-26,1.581547619047619
2015-10-27,1.1964285714285714
2015-10-28,0.944642857142857
2015-10-29,0.5678571428571428
2015-10-30,0.04999999999999999
2015-11-02,-0.016071428571428598
2015-11-03,-0.021428571428571408
2015-11-04,0.3732142857142858
2015-11-05,0.3107142857142858
2015-11-06,0.24821428571428575
2015-11-09,0.14761904761904762
2015-11-10,0.05714285714285716
2015-11-11,0.1
2015-11-12,0.06666666666666668
2015-11-13,0.03333333333333334
2015-11-16,0.0
2015-11-17,0.75
2015-11-18,0.6000000000000001
2015-11-19,0.44999999999999996
2015-11-20,5.551115123125783e-17
2015-11-23,-0.1714285714285714
2015-11-24,-0.1285714285714286
