ticker,pub_date,headline,vader_pos,vader_neu,vader_neg,vader_label,drob_neg,drob_neu,drob_pos,drob_label,deb_pos,deb_neg,deb_neu,deb_label
AAPL,2015-04-07,M.B.A. Programs That Get You Where You Want to Go,0.126,0.874,0.0,Positive,0.021400146,0.7900801,0.18851982,Neutral,0.0015555965,0.9109215,0.087522924,Neutral
AAPL,2015-04-14,What We’re Reading,0.0,1.0,0.0,Neutral,0.055276524,0.7985123,0.14621119,Neutral,0.012333226,0.9863326,0.0013341348,Neutral
AAPL,2015-04-13,IBM Creates Watson Health to Analyze Medical Data,0.231,0.769,0.0,Positive,0.0157148,0.6965372,0.28774798,Neutral,0.0017693382,0.9690011,0.029229483,Neutral
AAPL,2015-04-22,What’s That on Beyoncé’s Wrist? Let Me Guess ... an Apple Watch,0.0,1.0,0.0,Neutral,0.042260792,0.86106634,0.09667283,Neutral,0.059633106,0.9338381,0.006528872,Neutral
AAPL,2015-04-01,Daily Report: Tech Leaders Come Together to Oppose Indiana Law,0.0,1.0,0.0,Neutral,0.50606006,0.29150167,0.20243827,Negative,0.910898,0.06699458,0.022107448,Negative
AAPL,2015-04-08,Dear Diary: My Week Wearing an Apple Watch,0.271,0.729,0.0,Positive,0.08714016,0.75334275,0.15951712,Neutral,0.0008678468,0.99237627,0.00675592,Neutral
AAPL,2015-04-07,Diagnosing a Syncing Problem With iTunes,0.0,0.597,0.403,Negative,0.6841389,0.23522346,0.080637634,Negative,0.9929016,0.005860352,0.00123795,Negative
AAPL,2015-04-14,"BlackRock’s Chief, Laurence Fink, Urges Other C.E.O.s to Stop Being So Nice to Investors",0.179,0.694,0.127,Positive,0.7007314,0.19011901,0.10914967,Negative,0.86810803,0.103195235,0.0286967,Negative
AAPL,2015-04-08,"Apple Watch Review: Bliss, but Only After a Steep Learning Curve",0.207,0.793,0.0,Positive,0.13848546,0.5823132,0.2792014,Neutral,0.021702457,0.14549638,0.83280116,Positive
AAPL,2015-04-23,Remotely Controlling the DVR,0.0,1.0,0.0,Neutral,0.036056295,0.7915236,0.17242013,Neutral,0.0010555057,0.9950016,0.003942806,Neutral
AAPL,2015-05-01,"Apple, IBM and Japan Post See Profit in the Old-Age Market",0.225,0.775,0.0,Positive,0.032815147,0.2728655,0.69431937,Positive,0.0004881065,0.027348517,0.9721634,Positive
AAPL,2015-05-29,One-Tap Giving? Extra Steps Mire Mobile Donations,0.286,0.714,0.0,Positive,0.03055915,0.73381066,0.23563021,Neutral,0.0020421885,0.185706,0.8122518,Positive
AAPL,2015-05-04,Apple TV Remote Expected to Add Touch Pad in Redesign,0.0,1.0,0.0,Neutral,0.023738952,0.45717862,0.5190824,Positive,0.008187076,0.85687923,0.13493368,Neutral
AAPL,2015-05-08,What We’re Reading,0.0,1.0,0.0,Neutral,0.055276524,0.7985123,0.14621119,Neutral,0.012333226,0.9863326,0.0013341348,Neutral
AAPL,2015-05-17,"Apple Acquires Coherent Navigation, a GPS Start-Up",0.0,1.0,0.0,Neutral,0.011580113,0.54579794,0.4426219,Neutral,0.001996911,0.42801723,0.5699859,Positive
AAPL,2015-05-26,Two Apple Designers Step Up as Jony Ive Becomes Chief Design Officer,0.0,1.0,0.0,Neutral,0.023885062,0.32241336,0.6537016,Positive,0.0026559317,0.7211658,0.27617827,Neutral
AAPL,2015-05-08,"How to Use Siri, Google Now and Cortana Voice Commands",0.0,1.0,0.0,Neutral,0.023444029,0.8176454,0.1589106,Neutral,0.0011579186,0.9967961,0.0020459217,Neutral
AAPL,2015-05-18,Appeals Court Upholds Apple’s Patent Victory Over Samsung,0.0,1.0,0.0,Neutral,0.075956255,0.22649373,0.69755,Positive,0.0010212502,0.02420599,0.9747728,Positive
AAPL,2015-05-05,Apple Watch: A Test Run for Travelers,0.0,1.0,0.0,Neutral,0.024705555,0.7100467,0.26524785,Neutral,0.0009969082,0.98865384,0.010349207,Neutral
AAPL,2015-05-27,Podcast | Inside The Times’s Apple Watch News App,0.0,1.0,0.0,Neutral,0.022376971,0.8974936,0.080129415,Neutral,0.003816268,0.98873436,0.0074493955,Neutral
AAPL,2015-12-08,Apple Executive Seeks a Touch of Chic at Retail Stores,0.208,0.792,0.0,Positive,0.02014745,0.6167907,0.3630618,Neutral,0.0026830232,0.7047817,0.29253525,Neutral
AAPL,2015-12-10,F.B.I. Chief Says Texas Gunman Used Encryption to Text Overseas Terrorist,0.0,0.68,0.32,Negative,0.58434063,0.27466005,0.1409993,Negative,0.56024843,0.42951527,0.0102363555,Negative
AAPL,2015-12-02,"‘Steve Jobs’ Flops at Box Office, and Silicon Valley Cheers",0.23,0.593,0.178,Positive,0.035427667,0.41199714,0.55257523,Positive,0.9743235,0.017422521,0.008253939,Negative
AAPL,2015-12-22,Apple Pushes Against British Talk of Softening Encryption,0.0,1.0,0.0,Neutral,0.6286219,0.22633997,0.14503825,Negative,0.25322887,0.24334493,0.50342613,Positive
AAPL,2015-12-31,Digging Deeper for Missing Mac Mail Messages,0.0,0.732,0.268,Negative,0.4617398,0.42781836,0.1104418,Negative,0.13967374,0.8568323,0.0034939188,Neutral
AAPL,2015-12-02,Below the Line: Scoring ‘Steve Jobs’,0.0,1.0,0.0,Neutral,0.054281093,0.8303079,0.11541108,Neutral,0.9305197,0.0678826,0.0015977246,Negative
AAPL,2015-12-13,Apple Gains Exclusive Streaming Deal With Taylor Swift,0.533,0.467,0.0,Positive,0.022035785,0.30958134,0.6683829,Positive,0.00055957894,0.02298897,0.9764514,Positive
AAPL,2015-12-15,Dividing the Screen in Mac OS X,0.0,1.0,0.0,Neutral,0.04887916,0.75582564,0.19529518,Neutral,0.0284309,0.96886563,0.0027034725,Neutral
AAPL,2015-12-30,"With Taps on the Wrist, Apple Watch Points to the Future",0.0,1.0,0.0,Neutral,0.020528253,0.4704368,0.5090349,Positive,0.0010730259,0.9958192,0.0031077147,Neutral
AAPL,2015-12-02,Boston Consulting’s Most Innovative Companies: Lessons From a Decade of Ranking,0.262,0.738,0.0,Positive,0.032068774,0.62069815,0.347233,Neutral,0.002540885,0.9412728,0.056186404,Neutral
AAPL,2015-12-09,Choosing an iPad Pro Keyboard,0.0,1.0,0.0,Neutral,0.049177114,0.74392736,0.2068955,Neutral,0.0011670814,0.99694437,0.001888515,Neutral
AAPL,2015-12-18,Apple Pay Is Set to Arrive in China,0.0,0.833,0.167,Negative,0.020456418,0.6000232,0.37952045,Neutral,0.0021195465,0.8011644,0.19671598,Neutral
AAPL,2015-12-30,Apple Settles Tax Dispute With Italian Authorities,0.0,0.69,0.31,Negative,0.7310393,0.17462137,0.09433935,Negative,0.0046401806,0.08378339,0.91157645,Positive
AAPL,2015-12-09,Apple Names Periscope the Top iPhone App of 2015,0.184,0.816,0.0,Positive,0.022536475,0.62047607,0.35698745,Neutral,0.0020759327,0.23489931,0.76302475,Positive
AAPL,2015-12-30,Daily Report: Twitter Hires a New Executive in Charge of Diversity,0.0,1.0,0.0,Neutral,0.040497504,0.40637577,0.5531267,Positive,0.0019141168,0.8613958,0.13669014,Neutral
AAPL,2015-12-29,Breaking Up With Apple Music,0.0,1.0,0.0,Neutral,0.15408784,0.58191705,0.26399514,Neutral,0.9237082,0.069565214,0.006726599,Negative
AAPL,2015-12-11,A Protest App Rises to the Top in Taiwan,0.184,0.612,0.204,Negative,0.040399052,0.23032944,0.7292715,Positive,0.04540626,0.507924,0.44666973,Neutral
AAPL,2015-12-19,Why Do I Have to Call This App ‘Julie’?,0.0,1.0,0.0,Neutral,0.078334704,0.817058,0.104607284,Neutral,0.6454996,0.34422633,0.010274099,Negative
AAPL,2015-12-04,Samsung to Pay Apple $548 Million in Patent Dispute,0.0,0.631,0.369,Negative,0.6163373,0.24569725,0.13796541,Negative,0.28329462,0.58261585,0.1340895,Neutral
AAPL,2015-12-17,Apple Makes Shifts in Senior Management,0.0,1.0,0.0,Neutral,0.9000168,0.05389749,0.04608571,Negative,0.25970468,0.73368186,0.0066133803,Neutral
AAPL,2015-01-30,Apple’s Near-Death Experience Saved It,0.412,0.588,0.0,Positive,0.83523405,0.089450516,0.07531549,Negative,0.62637424,0.1148148,0.25881097,Negative
AAPL,2015-01-14,Use the iPhone’s iOS 8 Like a Pro,0.333,0.667,0.0,Positive,0.015078002,0.82898974,0.15593225,Neutral,0.0021813558,0.79254735,0.20527135,Neutral
AAPL,2015-04-25,Apple Won’t Always Rule. Just Look at IBM.,0.0,1.0,0.0,Neutral,0.15583634,0.6639207,0.18024299,Neutral,0.04734933,0.9096565,0.04299407,Neutral
AAPL,2015-04-27,"Apple Earnings, Automaker Results and New Products From Tesla",0.0,1.0,0.0,Neutral,0.03708429,0.27324864,0.68966705,Positive,0.0019236584,0.8689122,0.12916419,Neutral
AAPL,2015-04-22,Working With Old Office Files on a New Mac OS,0.0,1.0,0.0,Neutral,0.041104447,0.80296606,0.15592957,Neutral,0.0025544171,0.9965198,0.00092577963,Neutral
AAPL,2015-04-22,The Apple Watch Arrives in Stores (Just Not Its Own),0.0,1.0,0.0,Neutral,0.03134995,0.7834379,0.18521217,Neutral,0.0030587516,0.99430543,0.002635818,Neutral
AAPL,2015-04-08,"HBO Now Makes ‘Game of Thrones’ Easier to See, if Not Follow",0.203,0.797,0.0,Positive,0.023182884,0.61503506,0.3617821,Neutral,0.000663752,0.01683363,0.9825026,Positive
AAPL,2015-04-24,Apple Watch Has Landed — Here’s What You Need to Know,0.0,1.0,0.0,Neutral,0.033779018,0.5423158,0.42390516,Neutral,0.0021867484,0.9340053,0.06380788,Neutral
AAPL,2015-04-15,Google Joins Its U.S. Peers Under Europe’s Scrutiny,0.0,1.0,0.0,Neutral,0.3987982,0.13666256,0.46453926,Positive,0.177224,0.8189224,0.0038535502,Neutral
AAPL,2015-04-27,"Apple’s Earnings Surge, as iPhone Sales Jump and China Business Rises",0.0,1.0,0.0,Neutral,0.064200565,0.04821509,0.8875844,Positive,0.00030083317,0.0035951699,0.996104,Positive
AAPL,2015-04-24,What We’re Reading,0.0,1.0,0.0,Neutral,0.055276524,0.7985123,0.14621119,Neutral,0.012333226,0.9863326,0.0013341348,Neutral
AAPL,2015-04-17,"Carine Roitfeld + Uniqlo, NYFW’s New Homes and Ryan Gothling",0.0,1.0,0.0,Neutral,0.017051537,0.7982859,0.18466255,Neutral,0.0057021417,0.9087637,0.08553417,Neutral
AAPL,2015-05-29,Downloading Mac App Updated Automatically,0.0,1.0,0.0,Neutral,0.04140149,0.7944003,0.1641982,Neutral,0.0012749127,0.9761998,0.022525342,Neutral
AAPL,2015-05-12,Working Together in Antarctica,0.0,1.0,0.0,Neutral,0.026332775,0.68375033,0.2899169,Neutral,0.0010273247,0.9931126,0.0058599706,Neutral
AAPL,2015-05-24,Amazon to Stop Funneling European Sales Through Low-Tax Haven,0.155,0.545,0.3,Negative,0.75853795,0.1435509,0.09791111,Negative,0.33486325,0.5551928,0.109943934,Neutral
AAPL,2015-05-22,Forwarding Text Messages on the iPhone,0.0,1.0,0.0,Neutral,0.034673557,0.83288234,0.13244407,Neutral,0.004968484,0.99395084,0.0010807703,Neutral
AAPL,2015-05-27,"Daily Report: After Conquering the World, Android’s Course Is Uncertain",0.0,0.804,0.196,Negative,0.80935425,0.121223114,0.06942264,Negative,0.310914,0.66475445,0.024331532,Neutral
AAPL,2015-05-14,Is Your Child Your Excuse to Buy an Apple Watch?,0.126,0.874,0.0,Positive,0.10187967,0.8004124,0.09770796,Neutral,0.0034082627,0.99252725,0.0040644296,Neutral
AAPL,2015-05-05,Snapping the Windows Screen,0.0,1.0,0.0,Neutral,0.03449901,0.81418633,0.15131468,Neutral,0.012894052,0.9836965,0.0034094243,Neutral
AAPL,2015-05-27,Google and Apple Adjust Strategies on Mobile Payments,0.0,1.0,0.0,Neutral,0.07113203,0.6080924,0.3207755,Neutral,0.07649545,0.905442,0.018062485,Neutral
AAPL,2015-05-19,Steve Jobs: A Cottage Industry of Movies and Books,0.0,1.0,0.0,Neutral,0.029825462,0.7624189,0.20775563,Neutral,0.002496996,0.9922192,0.0052837064,Neutral
AAPL,2015-05-05,The Apple Watch: More Than Just a Bracelet,0.0,1.0,0.0,Neutral,0.028727181,0.84415,0.12712283,Neutral,0.0013410385,0.945403,0.053256035,Neutral
AAPL,2015-06-23,"With a Tap of Taylor Swift’s Fingers, Apple Retreated",0.0,1.0,0.0,Neutral,0.023266755,0.54136926,0.43536395,Neutral,0.056175757,0.9195233,0.024300894,Neutral
AAPL,2015-06-08,"Apple’s Conference, G.M.’s Annual Meeting, and a Trade Vote in Europe",0.0,1.0,0.0,Neutral,0.10230741,0.6306377,0.26705492,Neutral,0.0048137745,0.94703907,0.048147142,Neutral
AAPL,2015-06-03,Apple to Unveil Tool Kit for Watch App Developers   ,0.0,1.0,0.0,Neutral,0.018926539,0.67746943,0.30360407,Neutral,0.0022002927,0.4373401,0.5604597,Positive
