ticker,pub_date,headline,vader_pos,vader_neu,vader_neg,vader_label,drob_neg,drob_neu,drob_pos,drob_label,deb_pos,deb_neg,deb_neu,deb_label
IBM,2015-10-19,IBM Sales and Profit Dropped 14% in Third Quarter,0.266,0.734,0.0,Positive,0.9438853,0.010723831,0.045390878,Negative,0.99749833,0.001279281,0.0012223859,Negative
IBM,2015-10-19,Daily Report: Tech Tussles Take Center Stage in Earnings,0.0,1.0,0.0,Neutral,0.6796675,0.12858987,0.19174272,Negative,0.2375935,0.68762344,0.074783064,Neutral
IBM,2015-10-07,Amazon Messes With Billions in Corporate Computing Dollars,0.195,0.805,0.0,Positive,0.020588998,0.49852422,0.48088676,Neutral,0.21401049,0.78244144,0.003548023,Neutral
IBM,2015-10-01,IBM Scientists Find New Way to Shrink Transistors,0.0,1.0,0.0,Neutral,0.02757427,0.5273436,0.44508222,Neutral,0.0011187943,0.04170654,0.95717466,Positive
IBM,2015-10-30,U.S. Tech Giants May Blur National Security Boundaries in China Deals,0.194,0.806,0.0,Positive,0.85949224,0.08608004,0.05442766,Negative,0.6290952,0.3439763,0.02692847,Negative
IBM,2015-10-14,Daily Report: Putting Twitter’s Layoffs in Perspective,0.0,1.0,0.0,Neutral,0.86187345,0.09050265,0.047623914,Negative,0.11322318,0.8763313,0.01044549,Neutral
IBM,2015-10-29,Daily Report: IBM’s New Weatherman Is Named Watson,0.0,1.0,0.0,Neutral,0.022061924,0.63461065,0.3433274,Neutral,0.0029826579,0.8152279,0.18178946,Neutral
IBM,2015-10-29,"Morning Agenda: Deutsche Bank to Cut 35,000 Jobs Under New Strategy",0.0,0.826,0.174,Negative,0.9441565,0.026627842,0.029215638,Negative,0.98696727,0.012146846,0.00088582985,Negative
IBM,2015-10-28,IBM to Acquire the Weather Company,0.0,1.0,0.0,Neutral,0.011969445,0.73228276,0.2557478,Neutral,0.0033350596,0.85427123,0.14239371,Neutral
IBM,2015-10-27,IBM Discloses S.E.C. Investigation,0.0,1.0,0.0,Neutral,0.52934253,0.37315458,0.09750288,Negative,0.011006889,0.9849679,0.004025208,Neutral
IBM,2015-11-04,"Digital Transformation Going Mainstream in 2016, IDC Predicts",0.0,1.0,0.0,Neutral,0.038423534,0.40733573,0.55424076,Positive,0.005216421,0.956339,0.038444538,Neutral
IBM,2015-11-14,IBM’s Design-Centered Strategy to Set Free the Squares,0.32,0.68,0.0,Positive,0.019911466,0.4420963,0.53799224,Positive,0.0019305242,0.9305695,0.067499936,Neutral
IBM,2015-11-03,IBM Looks to Its Next Century,0.0,1.0,0.0,Neutral,0.017829439,0.41066346,0.57150716,Positive,0.0010555063,0.9745676,0.024376953,Neutral
IBM,2015-11-16,Daily Report: IBM Embraces Its Inner Designer,0.0,1.0,0.0,Neutral,0.022735476,0.46092108,0.5163435,Positive,0.002414681,0.36831778,0.6292675,Positive
IBM,2015-11-12,"Gene Amdahl, Pioneer of Mainframe Computing, Dies at 92",0.0,1.0,0.0,Neutral,0.58114636,0.28694567,0.13190795,Negative,0.26584247,0.7008176,0.033339903,Neutral
IBM,2015-11-21,Computing by Design,0.0,1.0,0.0,Neutral,0.016573755,0.88647777,0.096948415,Neutral,0.0031561092,0.9943165,0.0025272819,Neutral
IBM,2015-11-13,IBM’s Century of Innovation,0.464,0.536,0.0,Positive,0.018578226,0.5284614,0.4529604,Neutral,0.0027681286,0.8333554,0.16387647,Neutral
IBM,2015-10-20,Daily Report: IBM and Yahoo in the Hot Seats,0.0,1.0,0.0,Neutral,0.08708695,0.6222799,0.2906331,Neutral,0.13993487,0.85408354,0.005981637,Neutral
IBM,2015-10-30,U.S. Tech Companies and Their Chinese Partners With Military Ties,0.0,1.0,0.0,Neutral,0.026281437,0.77014947,0.20356911,Neutral,0.002625993,0.97447246,0.022901544,Neutral
IBM,2015-10-19,IBM Lowers Its Earnings Forecast,0.0,0.727,0.273,Negative,0.51228535,0.04227231,0.44544226,Negative,0.9935929,0.0054709115,0.00093616213,Negative
IBM,2015-07-09,IBM Discloses Working Version of a Much Higher-Capacity Chip   ,0.0,1.0,0.0,Neutral,0.57502383,0.30941886,0.11555735,Negative,0.0028625699,0.43720344,0.559934,Positive
IBM,2015-07-26,Facebook and Other Tech Giants Expand Internet Access in Africa,0.204,0.796,0.0,Positive,0.012661953,0.35069492,0.6366431,Positive,0.001361625,0.1651788,0.83345956,Positive
IBM,2015-07-21,"Daily Report: IBM Revenue Falls, Highlighting Challenges as It Shifts Course",0.115,0.885,0.0,Positive,0.93475413,0.02710444,0.038141392,Negative,0.9937775,0.0055192173,0.00070334616,Negative
IBM,2015-07-20,IBM Revenue Falls 13% Despite Big Gains in New Fields,0.0,0.816,0.184,Negative,0.62182665,0.016782818,0.36139056,Negative,0.9946097,0.0024899032,0.0029003758,Negative
IBM,2015-06-16,Google Is Its Own Secret Weapon in the Cloud,0.0,0.784,0.216,Negative,0.01644651,0.69822884,0.28532466,Neutral,0.0039361487,0.9596927,0.03637105,Neutral
IBM,2015-06-24,IBM and Box Team Up to Target Global Data-Storage Market,0.0,1.0,0.0,Neutral,0.01195891,0.29382676,0.6942143,Positive,0.0017676125,0.2820276,0.71620476,Positive
IBM,2015-06-23,Tech Companies Line Up Behind ‘Containers’ and the Cloud,0.0,1.0,0.0,Neutral,0.012043621,0.5994505,0.3885059,Neutral,0.002498254,0.9948297,0.0026720683,Neutral
IBM,2015-06-15,Companies Move On From Big Data Technology Hadoop,0.0,1.0,0.0,Neutral,0.019921295,0.4643233,0.5157554,Positive,0.17891224,0.81662834,0.0044593513,Neutral
IBM,2015-06-15,IBM Invests to Help Open-Source Big Data Software — and Itself,0.231,0.769,0.0,Positive,0.018824918,0.49402398,0.48715118,Neutral,0.0018431578,0.17416902,0.82398784,Positive
IBM,2015-01-13,"IBM Introduces z13, a Mainframe for the Smartphone Economy",0.0,1.0,0.0,Neutral,0.009127299,0.6824528,0.30841997,Neutral,0.0021614286,0.73255664,0.26528192,Neutral
IBM,2015-01-20,IBM Revenue Slides as Revamping Takes Hold,0.0,1.0,0.0,Neutral,0.94238204,0.018369487,0.03924848,Negative,0.00271584,0.06583806,0.9314461,Positive
IBM,2015-01-22,Judge Vacates Guilty Pleas of Men Charged With Insider Trading in I.B.M. Stock,0.0,0.705,0.295,Negative,0.7128885,0.19795726,0.08915424,Negative,0.9530841,0.036224462,0.0106914565,Negative
IBM,2015-01-19,"Economic Data From China, and Stimulus From the E.C.B.",0.0,1.0,0.0,Neutral,0.114191584,0.3071513,0.57865715,Positive,0.0010657224,0.9679303,0.031003978,Neutral
IBM,2015-04-06,Call for Activism at IBM Is Likely to Go Unheard,0.0,1.0,0.0,Neutral,0.7843393,0.153013,0.06264755,Negative,0.70149696,0.2861904,0.012312647,Negative
IBM,2015-04-21,Daily Report: IBM Profit Slips as Company Enters Transition Year,0.244,0.756,0.0,Positive,0.91315985,0.02832611,0.058513958,Negative,0.9951682,0.0041113533,0.00072050566,Negative
IBM,2015-04-25,Apple Won’t Always Rule. Just Look at IBM.,0.0,1.0,0.0,Neutral,0.15583614,0.66392094,0.18024285,Neutral,0.04734947,0.90965647,0.04299407,Neutral
IBM,2015-04-01,"Klaus Tschira, Business Software Trailblazer, Dies at 74 ",0.0,1.0,0.0,Neutral,0.45157543,0.40334016,0.14508447,Negative,0.57079715,0.40690565,0.022297172,Negative
IBM,2015-04-19,IBM Venture With China Stirs Concerns,0.0,1.0,0.0,Neutral,0.875759,0.0771989,0.04704217,Negative,0.99164784,0.0062829964,0.002069131,Negative
IBM,2015-04-13,IBM Creates Watson Health to Analyze Medical Data,0.231,0.769,0.0,Positive,0.01571479,0.69653714,0.28774804,Neutral,0.0017693317,0.96900135,0.029229302,Neutral
IBM,2015-04-06,"If Algorithms Know All, How Much Should Humans Help?",0.252,0.748,0.0,Positive,0.062129416,0.7667095,0.17116103,Neutral,0.11747715,0.8739072,0.008615638,Neutral
IBM,2015-04-30,Morning Agenda: Salesforce Said to be Preparing for Takeover Offers,0.0,1.0,0.0,Neutral,0.056889467,0.5391197,0.4039908,Neutral,0.0075482624,0.7757002,0.21675149,Neutral
IBM,2015-04-20,IBM First-Quarter Earnings Top Wall St. Expectations,0.231,0.769,0.0,Positive,0.06427735,0.052280173,0.88344246,Positive,0.0007207934,0.017041072,0.9822381,Positive
